ICMMID,Confidence_Factor,Mine_Name,Group Names,Latitude,Longitude,Asset_Type,Country,Primary_Commodity,Secondary_Commodity,Other_Commodities
ICMM00788,Very Low,"16 De Octubre, Mina",,-13.3614,-72.8713,Mine,Peru,silver,,
ICMM00790,Very Low,"San Daniel, Mina",,-13.4161,-75.4664,Mine,Peru,silver,,
ICMM00794,Very Low,"Santa Alicia, Mina.",,-13.4895,-71.7052,Mine,Peru,silver,,
ICMM00798,Very Low,"Imelda No. 3, Mina",,-13.5278,-70.9218,Mine,Peru,silver,,
ICMM00802,Very Low,Rio De Contas Sn Occurrence,,-13.581,-41.8323,Mine,Brazil,tin,,
ICMM00803,Very Low,Paramirim Tin Occurrences,,-13.5977,-42.2156,Mine,Brazil,tin,,
ICMM00804,Very Low,"Relampago No. 6, Mina",,-13.5978,-75.4136,Mine,Peru,silver,,
ICMM00805,Very Low,"Luna 3, Mina",,-13.5978,-75.3441,Mine,Peru,silver,,
ICMM00808,Very Low,Serra Branca,,-13.6144,-48.0658,Mine,Brazil,tin,,
ICMM00819,High,Mara Rosa,Mara Rosa Gold Deposit;Mara Rosa,-13.90485,-49.172185,Mine,Brazil,gold,,
ICMM00823,High,Catalina Huanca Mina,Catalina Huanca Mina;Catalina Huanca;Catalina Huanca,-13.981447,-73.93594233,Mine,Peru,zinc,lead,silver;copper
ICMM00832,Moderate,Quenamari Copper 88,Quenamari Copper 88;San Rafael;San Rafael;Bofedal II,-14.22987844,-70.33092543,Mine,Peru,copper,lead,silver;tin;zinc
ICMM00833,Very Low,"Chavez, Mina",,-14.2289,-75.4197,Mine,Peru,silver,,
ICMM00836,Very Low,"Leila, Mina","Leila, Mina;Santa Rosa, Mina",-14.30375,-71.2402,Mine,Peru,silver,,
ICMM00842,Very Low,"San Juan De Hercca, Mina",,-14.3628,-71.2079,Mine,Peru,silver,,
ICMM00848,High,Constancia,Katanga Copper Gold Deposit 36;Constancia,-14.454841,-71.758418,Mine,Peru,copper,molybdenum,silver;gold
ICMM00849,Very Low,"Maria Dora, Mina",,-14.4478,-71.0329,Mine,Peru,silver,,
ICMM00857,Very Low,Machucruz Mina,,-14.6061,-74.2824,Mine,Peru,silver,,
ICMM00860,Very Low,San Juan De Lucanas Mina,,-14.6636,-74.2036,Mine,Peru,silver,,
ICMM00861,Moderate,La Rinconada,La Rinconada Gold 158;Ananea;La Rinconada,-14.6644,-69.4995,Mine,Peru,gold,silver,zinc
ICMM00863,Very Low,"Palca Once Veins: Palca Oeste, Palca Este, Evita and Puncapolla","Palca Once Veins: Palca Oeste, Palca Este, Evita and Puncapolla;Palca X",-14.70953848,-69.68036537,Mine,Peru,tin,tungsten,
ICMM00866,Very Low,El Rubi De Puquio Cia. Minera,,-14.7522,-74.0322,Mine,Peru,silver,,
ICMM00867,Very Low,Don Jorge Derecho Minero,,-14.7847,-73.8469,Mine,Peru,silver,,
ICMM00869,Very Low,"Joyel Brillante, Mina",,-14.8386,-71.5732,Mine,Peru,silver,,
ICMM00873,Very Low,"Ancoccala, Mina",,-14.9353,-70.3154,Mine,Peru,tin,,
ICMM00874,Very Low,Santa Lucia Gold 51,,-14.9561,-74.583,Mine,Peru,gold,,
ICMM00877,Very Low,Regina,,-14.9968,-69.9385,Mine,Peru,tungsten,,
ICMM00878,Very Low,"Palca 11, Mina",,-14.9977,-69.6601,Mine,Peru,tungsten,,
ICMM00879,Very Low,Cinamono,,-14.9977,-44.999,Mine,Brazil,tin,,
ICMM00892,Very Low,San Jose De Ayata Mine,,-15.1977,-68.9662,Mine,Bolivia,tin,tungsten,
ICMM00896,Very Low,Condoroma Lead Zinc Mine 23,,-15.2477,-71.1663,Mine,Peru,zinc,copper,
ICMM00897,Very Low,Suka Ltda.,,-15.2477,-68.9495,Mine,Bolivia,tin,,
ICMM00911,Very Low,Eliana Mina,,-15.3177,-73.9858,Mine,Peru,zinc,,
ICMM00914,Very Low,San Jose De Ayala,,-15.331,-68.6662,Mine,Bolivia,tin,,
ICMM00917,Very Low,Teresa,,-15.3858,-68.7695,Mine,Bolivia,tungsten,,
ICMM00923,Very Low,"Andalucia Y Otros, Derecho Minero",,-15.4977,-72.3329,Mine,Peru,silver,gold,
ICMM00934,Very Low,Madrigal,,-15.5811,-71.3663,Mine,Peru,copper,silver,
ICMM00938,Moderate,Tacaza,Tacaza;Tacaza,-15.611385,-70.728965,Mine,Peru,copper,lead,zinc
ICMM00939,Moderate,Capitana Gold 60,Capitana Gold 60;La Capitana,-15.615535,-74.016485,Mine,Peru,gold,silver,
ICMM00942,Very Low,Lampa,,-15.6394,-70.5329,Mine,Peru,silver,gold,
ICMM00947,Very Low,Exaltacion Mine,,-15.6924,-69.0984,Mine,Bolivia,tin,,
ICMM00948,Very Low,Todos Santos,,-15.7077,-69.0495,Mine,Bolivia,tin,,
ICMM00949,Very Low,San Rafael,,-15.7144,-70.2163,Mine,Peru,copper,,
ICMM00950,Very Low,The Consolidated,,-15.7377,-68.5014,Mine,Bolivia,tungsten,,
ICMM00951,Moderate,Convento Gold 66,Convento Gold 66;Eureka,-15.741835,-73.800315,Mine,Peru,gold,,
ICMM00952,Very Low,Matilde Mine,,-15.7644,-68.9329,Mine,Bolivia,zinc,lead,cadmium
ICMM00967,Very Low,Fabulosa Mines Consolidated,,-15.9977,-68.3145,Mine,Bolivia,tin,,
ICMM00968,Very Low,Goias Estanho Mine,,-16.0034,-49.5913,Mine,Brazil,tin,,
ICMM00970,Very Low,Natividad Mine,,-16.0783,-68.3167,Mine,Bolivia,tin,tungsten,gold
ICMM00974,Very Low,Lourdes,,-16.1877,-68.0395,Mine,Bolivia,tungsten,,
ICMM00977,Very Low,Corrego Do Ouro Branco,,-16.281,-50.5158,Mine,Brazil,platinum,,
ICMM00978,Very Low,Don Carlos,,-16.3077,-68.1895,Mine,Bolivia,nickel,,
ICMM00979,Very Low,Esperanza,,-16.3119,-69.2376,Mine,Peru,tin,,
ICMM00980,Very Low,San Antonio Mine,San Antonio Mine;12 Angeles Mine;Complemento Mine;San Antonio 2,-16.331,-68.1523,Mine,Bolivia,tin,tungsten,
ICMM00981,Very Low,Aceromarca,Aceromarca;Aceromarca Mine,-16.3377,-67.9784,Mine,Bolivia,tungsten,,
ICMM00982,Very Low,Kellguani,,-16.3477,-68.1162,Mine,Bolivia,tin,,
ICMM00983,Very Low,Liliana,Liliana;Pichu,-16.3577,-67.672,Mine,Bolivia,tungsten,,
ICMM00984,Very Low,Reconquistada Mine,,-16.3644,-67.8328,Mine,Bolivia,tungsten,,
ICMM00985,Very Low,Kala Uyu,Kala Uyu;Chacaltaya,-16.3702,-68.1995,Mine,Bolivia,lead,tin,
ICMM00987,Very Low,Chojlla Mine,Chojlla Mine;Chojlla,-16.3963,-67.77105,Mine,Bolivia,tin,tungsten,
ICMM00988,Very Low,Enramada Mine,,-16.3977,-67.8162,Mine,Bolivia,tungsten,,
ICMM00990,Very Low,Colquechaca Mine,,-16.4144,-67.9995,Mine,Bolivia,copper,lead,zinc
ICMM00991,Very Low,Reconquistada,,-16.4377,-67.8895,Mine,Bolivia,tungsten,,
ICMM00992,Very Low,Normandia Mine,,-16.4519,-68.3454,Mine,Bolivia,silver,,
ICMM00998,High,Cerro Verde,Cerro Verde;Cerro Verde;Cerro Verde;Cerro Verde;Cerro Verde;Cerro Verde;Cerro Verde SX EW,-16.53144398,-71.59119733,Mine,Peru,copper,gold,molybdenum;silver
ICMM00999,Very Low,Bolsa Negra,Bolsa Negra;Bolsa Negra Mine,-16.54185,-67.7916,Mine,Bolivia,tungsten,tin,copper
ICMM01011,Very Low,Urania,,-16.7377,-67.7595,Mine,Bolivia,tin,,
ICMM01017,Very Low,Buena Ventura Mine,,-16.8196,-67.4637,Mine,Bolivia,tin,tungsten,
ICMM01020,Very Low,San Cristobal Mine,,-16.831,-67.5828,Mine,Bolivia,silver,,
ICMM01021,Very Low,Inca Mine,,-16.8449,-67.452,Mine,Bolivia,tin,zinc,
ICMM01023,Moderate,Viloco Mine,Viloco Mine;Viloco,-16.872655,-67.635605,Mine,Bolivia,tungsten,bismuth,tungsten
ICMM01024,Very Low,Nevada Mine,,-16.881,-67.5995,Mine,Bolivia,tin,tungsten,
ICMM01025,Very Low,Pacuni,Pacuni;Mocoya;Monte Blanco,-16.9077,-67.2995,Mine,Bolivia,tin,,
ICMM01026,Very Low,Chojnacota,,-16.9077,-67.5695,Mine,Bolivia,tin,,
ICMM01027,Very Low,Laramcota,,-16.9077,-67.2295,Mine,Bolivia,tin,,
ICMM01029,Moderate,Caracoles Mine,Caracoles Mine;Caracoles;Barrosquira Bajadera;Caracoles Dist.;Caracoles Mill Tailings;Caracoles Mill Tailings;Otilia Mine;Atoroma,-16.91424333,-67.48295333,Mine,Bolivia,tin,tungsten,copper
ICMM01031,Very Low,Cotacucho,,-16.9177,-67.1995,Mine,Bolivia,tin,antimony,
ICMM01032,Very Low,Tanapaca Mine,,-16.931,-67.5995,Mine,Bolivia,tin,,
ICMM01033,Very Low,San Francisco Mine,,-16.9477,-67.5162,Mine,Bolivia,tin,,
ICMM01035,Very Low,Colombiri Mine,,-16.9477,-67.2995,Mine,Bolivia,tin,,
ICMM01036,Very Low,Laramcota Mine,,-16.9643,-67.3828,Mine,Bolivia,tin,zinc,
ICMM01037,Very Low,Argentina Mine,,-16.981,-67.4828,Mine,Bolivia,tungsten,,
ICMM01038,Very Low,Caracoles,,-16.981,-67.2662,Mine,Bolivia,tin,,
ICMM01039,Very Low,Bajaderia Mine,Bajaderia Mine;Pepita,-16.98935,-67.22285,Mine,Bolivia,tin,,
ICMM01040,Very Low,Donata Mine,,-16.9905,-66.8495,Mine,Bolivia,zinc,,
ICMM01042,Very Low,Barroscota Mine,,-16.9921,-67.3662,Mine,Bolivia,tin,zinc,
ICMM01045,Very Low,San Juan Ltd.,,-17.0144,-67.3162,Mine,Bolivia,tin,,
ICMM01046,Very Low,Viloco Sn,,-17.031,-67.5828,Mine,Bolivia,tin,tungsten,
ICMM01047,Very Low,Hilda Mine,,-17.0355,-67.3295,Mine,Bolivia,tin,,
ICMM01048,High,Cuajone Mine,Cuajone Mine;Cuajone;Cuajone;Cuajone;Cuajone;Cuajone SX EW,-17.04096984,-70.70661801,Mine,Peru,copper,molybdenum,gold;silver;zinc
ICMM01051,Very Low,Purisima Mine,,-17.061,-67.05,Mine,Bolivia,tin,,
ICMM01052,Very Low,Chambillaya Mine,,-17.0613,-67.3053,Mine,Bolivia,tungsten,,
ICMM01055,High,"Quellaveco, Yacimiento","Quellaveco, Yacimiento;Quellaveco;Quellaveco project;Quellaveco",-17.10102727,-70.61645749,Mine,Peru,copper,molybdenum,silver
ICMM01063,Very Low,Copacabana Mine,Copacabana Mine;Todos Santos Mine;Salla Cuchu Mine,-17.1536,-66.99713333,Mine,Bolivia,tin,tungsten,
ICMM01064,Very Low,Sayaquira,,-17.1458,-67.3195,Mine,Bolivia,tin,,
ICMM01065,Very Low,Solitaria,Solitaria;Cruz Roja,-17.14715,-67.2895,Mine,Bolivia,tin,,
ICMM01066,Moderate,Corocoro District,Corocoro District;Corocoro,-17.17676,-68.44693,Mine,Bolivia,copper,lead,silver
ICMM01069,Very Low,Pajchiri,,-17.1977,-67.0495,Mine,Bolivia,tungsten,,
ICMM01072,High,Paracatu,Paracatu;Morro Do Ouro;Morro De Ouro Paracatu;Paracatu;Paracatu;Paracatu;Paracatu River,-17.20121231,-46.8747858,Mine,Brazil,gold,silver,lead
ICMM01075,High,Toquepala Mine,Toquepala Mine;Toquepala;Toquepala;Toquepala;Toquepala;Toquepala SX EW,-17.25408926,-70.61252327,Mine,Peru,copper,molybdenum,silver;rhenium;gold;zinc
ICMM01084,Very Low,Buena Esperanza Mine,,-17.331,-66.8328,Mine,Bolivia,tin,,
ICMM01090,Very Low,Laurani Mine,,-17.3785,-67.7745,Mine,Bolivia,copper,lead,zinc
ICMM01091,Moderate,Colquiri Mine,Colquiri Mine;Colquiri,-17.390565,-67.123205,Mine,Bolivia,tin,zinc,lead;copper;silver
ICMM01094,Very Low,Colquiri,,-17.3966,-67.1484,Mine,Bolivia,silver,,
ICMM01103,High,Morro Agudo,Morro Agudo;Paracatuzn;Morro Agudo;Morro Agudo,-17.4950331,-46.81726535,Mine,Brazil,zinc,lead,silver;gold;cadmium
ICMM01104,Very Low,Antonia Mine,,-17.4971,-67.0217,Mine,Bolivia,tungsten,,
ICMM01113,Very Low,Crucero Ii Mine,,-17.6643,-70.0162,Mine,Peru,silver,,
ICMM01116,Very Low,Mata Da Corda,,-17.6976,-45.399,Mine,Brazil,platinum,,
ICMM01119,Very Low,San Francisco Mine,,-17.7277,-66.9089,Mine,Bolivia,tungsten,,
ICMM01120,Very Low,Teofilio Otoni Dist,,-17.7309,-41.4323,Mine,Brazil,platinum,,
ICMM01121,Very Low,San Felipe Mine,,-17.7393,-66.8495,Mine,Bolivia,tungsten,,
ICMM01125,Moderate,Inti Raymi Mine,Inti Raymi Mine;Kori Kollu Mine;Kori Kollo,-17.79333667,-67.45152,Mine,Bolivia,silver,gold,copper
ICMM01130,Very Low,Torosentado Mine,,-17.8218,-66.3747,Mine,Bolivia,tin,,
ICMM01137,Moderate,Cerro Grande,Cerro Grande;Berenguela,-17.887625,-66.429485,Mine,Bolivia,tin,,
ICMM01139,Moderate,San Jose De Oruro Mine,San Jose De Oruro Mine;Itos Mill Tailings;Itos Tailings,-17.95866333,-67.12645,Mine,Bolivia,tin,silver,lead;copper;antimony;zinc
ICMM01140,Very Low,Iroco Mine,,-17.9638,-67.1545,Mine,Bolivia,gold,copper,
ICMM01141,High,Vazante,Fazenda Salobra;Vazante;Vazante Deposit,-17.969545,-46.84419,Mine,Brazil,zinc,lead,silver;copper;cadmium
ICMM01142,Very Low,Oruro,,-17.9976,-67.0995,Mine,Bolivia,copper,,
ICMM01145,Very Low,Santa Clara Mine,,-18.0382,-68.3356,Mine,Bolivia,copper,,
ICMM01146,Very Low,Aullagas De Oruro Mine,,-18.0449,-66.5181,Mine,Bolivia,tin,,
ICMM01147,Very Low,Japo Mine,Japo Mine;Negro Pabellon Mine;Santa Fe Mine;Japo,-18.061075,-66.844075,Mine,Bolivia,silver,zinc,tin;copper
ICMM01148,Very Low,Rio Maracana,,-18.0642,-41.1322,Mine,Brazil,platinum,,
ICMM01151,Very Low,La Reyna,,-18.0976,-66.8995,Mine,Bolivia,tin,,
ICMM01152,Very Low,San Pablo,San Pablo;Negro Pabellon,-18.1001,-66.85005,Mine,Bolivia,tin,,
ICMM01154,Very Low,Excelsior Mine,,-18.1143,-66.7645,Mine,Bolivia,tin,zinc,
ICMM01156,High,Catalao,Catalao;Catalao;Chapada;Copebras;Catalao de Goias;Catalao;Chapadao;Catalao,-18.13802607,-47.80698541,Mine;Refinery,Brazil,niobium,phosphate,diamond;gold;copper;barium;lanthanides;silver
ICMM01157,Very Low,Morococala Mine,,-18.1393,-66.7856,Mine,Bolivia,tin,,
ICMM01158,Very Low,Morococala Santa Fe Japo Mines,,-18.1643,-66.8328,Mine,Bolivia,tin,zinc,
ICMM01160,Very Low,Morococala,,-18.1776,-66.7995,Mine,Bolivia,tin,,
ICMM01162,Very Low,Huanuni,,-18.2276,-66.7995,Mine,Bolivia,tin,,
ICMM01164,Very Low,Candelaria,,-18.2576,-66.9995,Mine,Bolivia,tin,,
ICMM01166,Moderate,Huanuni Mine,Huanuni Mine;Porvenir and Huanuni Mill Tailings;Huanuni,-18.27536333,-66.82445667,Mine,Bolivia,tin,silver,lead;antimony
ICMM01167,Very Low,San Florencio,,-18.2976,-66.6795,Mine,Bolivia,tin,,
ICMM01168,Very Low,Choquelimpie,,-18.3029,-69.2779,Mine,Chile,gold,lead,
ICMM01169,Very Low,El Centenario,,-18.3143,-66.5828,Mine,Bolivia,tin,,
ICMM01170,Moderate,Triunfo Mine,Triunfo Mine;Poopo District;San Juan Mine;Poopo,-18.3654775,-66.94774,Mine,Bolivia,tin,lead,silver;antimony;zinc
ICMM01171,Very Low,Pucro,,-18.3576,-66.4395,Mine,Bolivia,tin,,
ICMM01172,Very Low,Bolivian Tin Mines Property,,-18.3598,-66.2286,Mine,Bolivia,tin,,
ICMM01173,Very Low,Patino I Mine,,-18.3749,-66.9056,Mine,Bolivia,tin,,
ICMM01174,Very Low,Santa Barbara,,-18.3976,-66.4662,Mine,Bolivia,tin,,
ICMM01175,Very Low,Llallagua Catavi,,-18.4026,-66.6095,Mine,Bolivia,tin,,
ICMM01176,Very Low,El Porvenir Mine,,-18.4143,-66.9162,Mine,Bolivia,tin,zinc,
ICMM01177,Very Low,Catavi Siglo Xx,,-18.4143,-66.5828,Mine,Bolivia,tin,,
ICMM01178,Moderate,Llallagua Mine,Llallagua Mine;Siglo XX,-18.45105,-66.6008,Mine,Bolivia,tin,tungsten,zinc
ICMM01179,Very Low,Rosario Mine,,-18.4476,-66.3661,Mine,Bolivia,tin,,
ICMM01182,High,Bolivar Mine (Antequera),Bolivar Mine;Bolivar;Venus Mine;Avicaya Antequera Totoral Mines;Totoral Mine;Bolivar Mine (Antequera),-18.47164915,-66.84168145,Mine,Bolivia,zinc,lead,silver;tin
ICMM01183,Very Low,Porvenir Mine,,-18.4618,-66.922,Mine,Bolivia,tin,,
ICMM01184,Very Low,Pucro Mine,Pucro Mine;Cruz De Saya Mine,-18.47265,-66.4661,Mine,Bolivia,tin,zinc,
ICMM01185,Very Low,Vilacota Mine,,-18.4754,-66.6523,Mine,Bolivia,tin,zinc,
ICMM01188,Very Low,Estalsa Tin Mine,,-18.4976,-67.0495,Mine,Bolivia,tin,,
ICMM01189,Moderate,Cristo Gran Poder Mine,Cristo Gran Poder Mine;Elena Mine;Avicaya;Asientos;Totoral,-18.512676,-66.861784,Mine,Bolivia,tin,silver,lead;zinc
ICMM01190,Very Low,Victoria Mine,,-18.5146,-66.3189,Mine,Bolivia,tin,,
ICMM01191,Very Low,Estalsa Mine,Estalsa Mine;Chunchu;Totoral;Avicaya,-18.5452,-66.83755,Mine,Bolivia,tin,,
ICMM01192,Very Low,Estalsa Dredgeavicaya,,-18.5476,-66.8995,Mine,Bolivia,tin,,
ICMM01197,Very Low,Pacajake Mine,,-18.5976,-66.8661,Mine,Bolivia,silver,,
ICMM01199,Very Low,Sao Matheus River,,-18.6475,-39.9989,Mine,Brazil,platinum,,
ICMM01200,Moderate,Rio Parauna,Rio Parauna;Parauna River,-18.6656,-43.59945,Mine,Brazil,gold,,
ICMM01202,Very Low,Aliada Mine,Aliada Mine;Colquechaca;Colquechaca Mine,-18.68993333,-66.02126667,Mine,Bolivia,tin,lead,zinc
ICMM01204,Very Low,Junkers Mine,,-18.7337,-66.7209,Mine,Bolivia,lead,antimony,
ICMM01206,Very Low,Lipez Huaico,,-18.7776,-65.7794,Mine,Bolivia,tin,,
ICMM01208,Very Low,Comsur,,-18.8309,-65.7828,Mine,Bolivia,tin,,
ICMM01211,Very Low,Ocuri Mine,,-18.8643,-65.7995,Mine,Bolivia,tin,zinc,
ICMM01213,Very Low,Maria Teresa Mine,,-18.9482,-66.7181,Mine,Bolivia,tin,zinc,
ICMM01215,Very Low,Distrito Maragua,,-18.9576,-65.6794,Mine,Bolivia,tin,,
ICMM01216,Moderate,Maragua Mine,Maragua Mine;Maragua,-18.980925,-65.78279,Mine,Bolivia,silver,lead,barium;zinc
ICMM01221,Very Low,Morro Pilar,,-19.2308,-43.3823,Mine,Brazil,platinum,,
ICMM01224,Very Low,Salar De Coipasa,,-19.3643,-68.1328,Mine,Bolivia,lithium,,
ICMM01227,Very Low,Canutillos,,-19.4076,-65.4494,Mine,Bolivia,tin,,
ICMM01228,Very Low,Machacamarca,,-19.4126,-65.5244,Mine,Bolivia,tin,,
ICMM01229,Very Low,Arofilla,,-19.4143,-65.7994,Mine,Bolivia,tin,,
ICMM01232,Very Low,Huari Huari Mine,,-19.4476,-65.5828,Mine,Bolivia,zinc,,
ICMM01233,Very Low,Aroyofillo Mine,,-19.4901,-65.8011,Mine,Bolivia,tin,,
ICMM01234,Very Low,El Paco,,-19.4976,-65.9545,Mine,Bolivia,tin,,
ICMM01235,Very Low,Araxa Camig,,-19.5436,-46.8959,Mine,Brazil,barium,,
ICMM01237,Moderate,San Luis Mine,San Luis Mine;San Luis,-19.571845,-65.977885,Mine,Bolivia,silver,zinc,lead
ICMM01238,High,Caue,Caue;Itabira Do Matto Dentro;Periquito;Itabira;Itabira;Southeastern System;Itabira,-19.60468803,-43.23148358,Mine,Brazil,iron ore,gold,
ICMM01239,High,Unificada of Potosi,Unificada of Potosi;Cerro Rico De Potosi District;San Bartolome;Unificada;San Bartolome;Potosi;Pailaviri;Cerro Rico;Potosi (Yuguang) Smelter,-19.60734015,-65.74347306,Mine;Smelter,Bolivia,silver,tin,gold;lead;tungsten;zinc
ICMM01242,Very Low,Conceicao,,-19.6542,-43.2834,Mine,Brazil,gold,,
ICMM01248,Very Low,Carma Mine,,-19.7623,-65.8425,Mine,Bolivia,antimony,gold,
ICMM01252,Very Low,Munecirca,,-19.8076,-65.6794,Mine,Bolivia,tin,,
ICMM01254,High,Porco,San Jose De Soras;Santo Santo Mine;Porco Mine;Porco;Illapa,-19.8141502,-65.9846786,Mine,Bolivia,zinc,silver,lead;copper;tin;antimony
ICMM01255,High,AGA Mineracao,Cuiba;AGA Mineracao;Morro Velho;AGA Mineracao,-19.8614226,-43.7406284,Mine,Brazil,gold,,
ICMM01256,Moderate,Morro Velho Mine,Morro Velho Mine;Espirito Santo;Mina Raposos;Raposos Gold Mine;Morro Velho;Brazil Operations;Ashanti Mineracao Refinery,-19.96507857,-43.83218286,Mine;Refinery,Brazil,gold,silver,platinum;arsenic
ICMM01258,Moderate,Sao Bento,Sao Bento;Ashanti Mineracao,-19.966845,-43.474445,Mine,Brazil,gold,silver,
ICMM01261,Very Low,Sahuatoma,,-19.9965,-65.8094,Mine,Bolivia,tin,,
ICMM01262,Very Low,Salar De Uyuni,,-19.9976,-67.9995,Mine,Bolivia,lithium,,
ICMM01264,High,Cerro Colorado,Cerro Colorado;Cerro Colorado (SxEw);Cerro Colorado,-20.04767333,-69.26007367,Mine,Chile,copper,molybdenum,
ICMM01265,Very Low,Caracota Mine,Caracota Mine;Caracota Mine;Caracota,-20.0851,-65.9134,Mine,Bolivia,antimony,gold,tin
ICMM01268,Moderate,La Cascadas,La Cascadas;Sagasca;La Cascada (Sagasca) (SX EW) Refinery,-20.18306333,-69.33532333,Mine;Refinery,Chile,copper,,
ICMM01270,Very Low,Rio Piracicaba,,-20.1739,-43.4084,Mine,Brazil,gold,,
ICMM01273,Very Low,San Lucas Mine,,-20.2476,-65.1328,Mine,Bolivia,zinc,gold,cadmium
ICMM01276,Very Low,Passagem,Passagem;Cedro Mariana Mine,-20.315191,-43.429069,Mine,Brazil,gold,iron ore,
ICMM01280,Moderate,Pulacayo Mine,Pulacayo Mine;Pulacayo Paca,-20.37868,-66.696545,Mine,Bolivia,lead,silver,gallium;gold;indium;antimony;copper;zinc
ICMM01285,Very Low,Santo Domingo,,-20.6176,-66.1095,Mine,Bolivia,tin,,
ICMM01286,Very Low,Tasna,,-20.6309,-66.3161,Mine,Bolivia,tin,,
ICMM01288,Very Low,Plasmar Mine,,-20.647,-67.6442,Mine,Bolivia,silver,,
ICMM01289,Very Low,San Pedro Mine,,-20.6476,-66.2328,Mine,Bolivia,tin,arsenic,
ICMM01293,Very Low,Santa Ana Mine,,-20.9076,-66.2794,Mine,Bolivia,copper,lead,
ICMM01295,Moderate,Chocaya Mine,Siete Suyos Mine;Chocaya Mine;Chocaya;Animas,-20.9506875,-66.2994825,Mine,Bolivia,lead,silver,zinc
ICMM01296,High,Collahausi,Collahausi;Pergolesi;Eduardo;Delirio;Lavaderos De Chiclla;Collahuasi;Collahuasi;Collahuasi,-20.98009355,-68.71260372,Mine,Chile,copper,molybdenum,silver;gold
ICMM01298,Very Low,Chorolque Mine,,-20.9559,-66.0828,Mine,Bolivia,tin,,
ICMM01301,High,Quebrada Blanca,Quebrada Blanca;Quebrada Blanca;Quebrada Blanca;Quebrada Blanca SX EW,-21.00208217,-68.8001639,Mine,Chile,copper,molybdenum,rhenium;silver
ICMM01308,High,Mibra,Volta Grande;Mibra;Mibra,-21.08632713,-44.60019833,Mine,Brazil,lithium,tantalum,niobium;tin
ICMM01309,High,San Cristobal,Hedionda Mine;Animas Mine;Inca Mine;Toldos Mine;San Cristobal;San Cristobal,-21.10081333,-67.20715667,Mine,Bolivia,zinc,silver,antimony;copper
ICMM01310,Very Low,Volta Grande Mine,,-21.1033,-44.5481,Mine,Brazil,tin,,
ICMM01320,Very Low,Ventillas Mine,,-21.3642,-66.2661,Mine,Bolivia,tin,antimony,
ICMM01322,Very Low,Chilcobija,,-21.3976,-66.0994,Mine,Bolivia,antimony,,
ICMM01325,Very Low,Candelaria Mine,Candelaria Mine;Candelaria Mine,-21.54825,-66.11195,Mine,Bolivia,antimony,gold,lead
ICMM01326,Very Low,Farellon Mine,,-21.5731,-67.4162,Mine,Bolivia,copper,,
ICMM01336,Very Low,Mantos Blancos Mine,,-21.6417,-67.0531,Mine,Bolivia,copper,,
ICMM01338,Very Low,35eblo Viejo,,-21.6644,-66.2828,Mine,Bolivia,tungsten,,
ICMM01350,Very Low,Goyo Mine,,-21.825,-65.3491,Mine,Bolivia,zinc,,
ICMM01360,Very Low,Pratapolis and Liberdade Mines,,-21.9974,-46.649,Mine,Brazil,nickel,,
ICMM01364,Very Low,Tocopilla Cu Mine,,-22.0776,-70.1829,Mine,Chile,copper,cobalt,
ICMM01367,Very Low,Buena Esperanza,,-22.1826,-70.2095,Mine,Chile,copper,,
ICMM01369,High,Radomiro Tomic,Chuqui Norte;Radomiro Tomic;Radomiro Tomic,-22.22582467,-68.88838933,Mine,Chile,copper,molybdenum,
ICMM01371,Very Low,Mono Abra Mine,,-22.2642,-65.0827,Mine,Argentina,barium,,
ICMM01372,High,Chuquicamata,San Pablo;Enchufe;Marina;Alicia Victoria;Chuquicamata;Chuquicamata;Mina Sur Mine;Codelco Norte;Chuquicamata;Chuquicamata refinery;Chuquicamata smelter;Chuquicamata;Chuquicamata Refinery;Chuquicamata SX EW;Codelco Norte SX EW,-22.29680801,-68.90307059,Mine;Smelter;Refinery,Chile,copper,gold,lead;molybdenum;rhenium;silver
ICMM01373,Very Low,Pumahuasi Mine,,-22.2809,-65.5869,Mine,Argentina,lead,copper,
ICMM01374,Very Low,Maria Elena Mine,,-22.3142,-69.6662,Mine,Chile,chromium,,
ICMM01379,Very Low,San Marcial Mine,,-22.4253,-65.5828,Mine,Argentina,lead,copper,
ICMM01384,Moderate,Tuina,"Tuina;San Jose, Tuina Cu Mine;Porvenir Tuina;Santa Lucia;Trebol",-22.53828,-68.42428,Mine,Chile,copper,silver,
ICMM01385,High,Michilla,Susana;Lince/Michilla;Michilla;Michilla/Lince;Michilla SX EW,-22.6778872,-70.1724868,Mine,Chile,copper,,
ICMM01390,High,Pirquitas,Groupo Minero Pirquitas;Puna;Pirquitas;Pirquitas;Pircas Mine;Pircas Mine;Mina Pinquitas,-22.70130832,-66.49466293,Mine,Argentina,silver,zinc,tin;lead;gold
ICMM01393,Moderate,Julia Maria,Julia Maria;Julia Maria,-22.74752,-69.499515,Mine,Chile,copper,gold,silver
ICMM01395,Moderate,Gregoria,Gregoria;Faride;El Bronce,-22.80513,-69.38408667,Mine,Chile,gold,silver,copper
ICMM01396,Very Low,Altar,,-22.8159,-70.2312,Mine,Chile,copper,,
ICMM01397,High,Sierra Gorda,Salvadora;Catalina Santiaguina;San Francisco;Sierra Gorda;Sierra Gorda,-22.851564,-69.341182,Mine,Chile,copper,molybdenum,lead;gold;silver
ICMM01399,Very Low,Itaguai,,-22.8641,-43.7822,Mine,Brazil,zinc,,
